77,Karol Bagh,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,50,40,40,40,40,40,40,40,30,30,30,30,30,30,20,20,20,30,30,30,30,30,30,30,40,40,40,40,40,50,50,50,50,50,50,50,60,50,40,40,40,40,40,40,40,40,30,30,30,30,30,20,20,20,10,10,10,10,20,20,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,50,40,40,40,40,40,30,30,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,20,30,30,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,60,60,60,60,60,60,60,40,40,50,50,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,50,40,40,40,40,40,40,40,40,40,40,30,30,30,30,30,40,40,40,40,30,30,30,30,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,70,70,70,70,70,70,70,70,70,70,70
78,Rajendra Place,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,20,30,30,30,30,30,30,30,40,40,40,40,40,40,50,50,50,50,50,50,60,60,50,50,40,40,40,40,40,40,40,30,30,30,30,30,30,20,20,20,10,10,10,20,20,20,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,40,40,40,40,40,40,30,50,50,50,50,50,50,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,20,20,30,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,40,50,50,50,50,40,40,40,40,40,40,40,40,40,40,40,40,40,50,40,40,40,40,40,30,40,40,40,30,30,30,30,30,30,30,30,40,40,40,40,30,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,70,70,70,70,70,70,70,70,70,70,70
79,Patel Nagar,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,50,50,50,50,50,50,50,60,60,50,50,40,40,40,40,40,40,40,40,30,30,30,30,30,30,20,20,10,10,10,10,20,20,20,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,40,40,40,40,40,40,30,50,50,50,50,50,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,20,20,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,40,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,40,40,50,40,40,40,40,30,30,40,40,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,50,40,40,40,40,40,40,40,40,40,40,40,40,40,50,70,70,70,70,70,70,70,70,70,70,70
80,Shadipur,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,50,50,50,50,50,50,50,60,60,60,50,50,50,40,40,40,40,40,40,40,30,30,30,30,30,30,30,20,20,20,10,10,10,10,20,20,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,40,40,40,40,40,40,40,50,50,50,50,50,40,40,40,40,40,40,30,30,30,30,30,30,30,20,20,30,10,10,30,40,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,50,50,40,40,40,40,30,30,40,40,30,30,30,30,20,20,30,30,30,40,40,40,40,40,40,40,50,50,50,40,40,40,40,40,40,40,40,40,40,50,50,70,70,70,70,70,70,70,70,70,70,70
81,Kirti Nagar,40,40,40,40,40,40,40,30,30,30,30,30,20,30,30,30,30,30,30,40,40,40,40,40,40,40,30,40,40,40,40,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,50,50,50,50,50,50,60,60,60,60,50,50,50,50,40,40,40,40,40,40,40,30,30,30,30,30,30,30,20,20,20,10,10,10,20,20,20,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,40,40,40,40,40,40,50,50,50,50,40,40,40,40,40,40,30,30,30,30,30,30,30,30,20,20,20,10,10,30,40,40,30,30,30,30,30,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,40,40,50,40,40,40,40,40,50,50,40,40,40,40,30,30,30,40,30,30,30,30,30,20,20,20,30,30,30,40,40,40,40,40,40,50,50,50,40,40,40,40,40,40,40,40,40,40,50,50,80,80,80,80,80,80,80,80,80,80,80
82,Moti Nagar,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,30,40,40,40,40,40,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,50,50,50,50,50,50,60,60,60,60,60,50,50,50,50,50,40,40,40,40,40,40,30,30,30,30,30,30,30,30,20,20,10,10,10,10,20,20,20,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,40,40,40,40,40,40,50,50,50,50,50,40,40,40,40,40,40,40,30,30,30,30,30,30,20,20,30,10,10,30,40,40,40,30,30,30,30,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,50,50,40,40,40,30,30,30,30,40,30,30,30,30,30,20,20,20,30,30,30,40,40,40,40,40,40,50,50,50,50,40,40,40,40,40,40,40,40,40,50,50,80,80,80,80,80,80,80,80,80,80,80
83,Ramesh Nagar,50,50,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,30,30,30,40,40,40,40,40,40,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,50,60,60,60,60,60,50,50,50,50,50,50,40,40,40,40,40,40,40,30,30,30,30,30,30,30,20,20,20,10,10,10,20,20,20,20,30,30,30,30,30,30,40,40,40,40,40,40,40,50,50,50,40,40,40,40,40,50,50,50,50,50,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,20,20,40,40,40,40,40,30,40,30,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,50,40,40,40,40,30,30,30,30,40,30,30,30,30,20,10,10,20,20,30,30,30,40,40,40,40,40,50,50,50,50,40,40,40,40,40,40,40,40,50,50,50,80,80,80,80,80,80,80,80,80,80,80
84,Rajouri Garden,50,50,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,30,30,40,40,40,30,30,30,30,30,40,40,40,40,40,40,30,30,30,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,60,60,60,60,50,50,50,50,50,50,50,40,40,40,40,40,40,40,30,30,30,30,30,30,30,20,20,20,10,10,10,20,20,20,20,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,40,40,40,40,50,50,50,50,50,50,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,20,20,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,30,30,30,20,30,30,30,30,20,20,10,10,10,20,30,30,30,30,40,40,40,40,50,50,50,50,50,40,50,40,40,40,40,50,50,50,50,80,80,80,80,80,80,80,80,80,80,80
85,Tagore Garden,50,50,50,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,30,30,30,40,40,40,40,40,40,40,40,30,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,60,60,60,60,60,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,30,30,30,30,30,30,30,20,20,20,10,10,10,10,20,20,30,30,30,30,30,30,40,40,40,40,40,40,40,50,50,50,50,40,40,40,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,20,40,40,40,40,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,30,30,30,30,20,40,30,30,30,30,20,20,10,20,20,30,30,30,40,40,40,40,40,50,50,50,50,50,50,50,50,50,40,50,50,50,50,50,80,80,80,80,80,80,80,80,80,80,80
86,Subash Nagar,50,50,50,50,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,30,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,60,60,60,60,60,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,30,30,30,30,30,30,30,20,20,20,10,10,10,10,20,20,30,30,30,30,30,30,40,40,40,40,40,40,50,50,50,50,50,40,40,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,30,30,30,20,20,40,30,30,30,30,20,20,20,20,30,30,30,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,40,50,50,50,50,50,80,80,80,80,80,80,80,80,80,80,80
87,Tilak Nagar,50,50,50,50,50,40,40,40,40,40,40,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,20,20,10,10,10,10,10,20,20,30,30,30,30,30,30,40,40,40,40,40,50,50,50,50,50,50,40,60,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,60,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,30,30,30,30,20,10,40,40,30,30,30,30,20,20,20,30,30,30,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,80,80,80,80,80,80,80,80,80,80,80
88,Janak Puri East,50,50,50,50,50,50,40,40,40,40,40,40,30,40,30,30,30,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,30,30,30,30,30,30,20,20,20,10,10,10,10,20,20,20,30,30,30,30,30,30,40,40,40,40,50,50,50,50,50,50,50,60,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,60,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,30,30,30,20,20,10,40,40,30,30,30,30,20,20,30,30,30,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,80,80,80,80,80,80,80,80,80,80,80
89,Janak Puri West,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,30,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,20,20,20,10,10,10,10,20,20,20,30,30,30,30,30,30,40,40,40,50,50,50,50,50,50,50,60,60,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,30,30,40,30,30,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,50,60,60,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,30,30,20,20,10,10,40,40,40,30,30,30,30,20,30,30,30,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,80,80,80,80,80,80,80,80,80,80,80
90,Uttam Nagar East,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,40,40,40,40,50,50,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,50,40,50,50,40,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,20,20,20,10,10,10,20,20,20,30,30,30,30,30,30,40,40,50,50,50,50,50,50,50,60,60,60,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,30,30,40,50,50,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,30,30,30,20,20,10,40,40,40,40,30,30,30,30,30,30,30,40,40,40,40,40,50,50,60,60,50,50,50,50,50,50,50,50,50,50,50,50,50,80,80,80,80,80,80,80,80,80,80,80
91,Uttam Nagar West,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,40,40,40,40,50,50,40,40,40,40,40,40,40,50,50,40,50,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,20,20,20,10,10,10,20,20,30,30,30,30,30,30,30,40,50,50,50,50,50,50,50,60,60,60,60,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,30,30,40,50,50,50,40,40,50,40,50,50,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,30,30,30,20,20,40,40,40,40,40,30,30,30,30,30,40,40,40,40,40,50,50,50,60,60,60,50,50,50,50,50,50,50,50,50,50,50,60,80,80,80,80,80,80,80,80,80,80,80
92,Nawada,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,40,40,40,50,50,50,40,40,40,40,40,50,50,50,50,50,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,20,20,20,10,10,10,20,20,20,30,30,30,30,30,30,60,50,50,50,50,50,50,60,60,60,60,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,30,50,50,50,50,50,40,50,50,50,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,30,30,30,20,20,40,40,40,40,40,30,30,30,30,30,40,40,40,40,50,50,50,50,60,60,60,60,50,50,50,50,50,50,50,50,50,60,60,80,80,80,80,80,80,80,80,80,80,80
93,Dwaraka Mor,60,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,40,40,50,50,50,50,40,40,40,50,50,50,50,50,50,50,50,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,20,20,20,10,10,10,20,20,20,30,30,30,30,30,60,50,50,50,50,50,50,60,60,60,60,60,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,30,30,30,20,40,40,40,40,40,40,30,30,30,40,40,40,40,50,50,50,50,50,60,60,60,60,50,50,50,50,50,50,50,50,60,60,60,80,80,80,80,80,80,80,80,80,80,80
94,Dwarka,60,60,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,20,20,20,10,10,10,20,20,20,30,30,30,30,60,60,60,50,50,50,50,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,40,40,40,40,30,30,30,30,50,40,40,40,40,40,30,30,40,40,40,40,50,50,50,50,50,50,60,60,60,60,60,50,60,50,50,50,50,60,60,60,60,80,80,80,80,80,80,80,80,80,80,80
95,Dwarka Sector - 14,60,60,60,60,50,50,50,50,50,50,50,50,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,20,20,10,10,10,10,20,20,20,30,30,60,60,60,60,50,50,50,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,60,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,40,40,40,40,30,30,30,50,50,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,50,60,60,60,60,60,80,80,80,80,80,80,80,80,80,80,80
96,Dwarka Sector - 13,60,60,60,60,50,50,50,50,50,50,50,50,40,50,40,40,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,20,20,20,10,10,10,10,20,20,30,30,60,60,60,60,60,50,50,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,40,40,40,40,30,30,30,50,50,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,50,60,60,60,60,60,80,80,80,80,80,80,80,80,80,80,80
97,Dwarka Sector - 12,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,20,20,10,10,10,10,20,20,20,30,60,60,60,60,60,60,50,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,50,40,50,40,40,50,50,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,40,40,40,40,30,30,50,50,50,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,80,80,80,80,80,80,80,80,80,80,80
98,Dwarka Sector - 11,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,20,20,10,10,10,10,20,20,20,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,50,50,40,40,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,40,40,40,40,30,30,50,50,50,50,40,40,40,40,40,40,40,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,80,80,80,80,80,80,80,80,80,80,80
99,Dwarka Sector - 10,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,50,50,50,50,60,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,60,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,20,20,20,10,10,10,20,20,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,50,40,40,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,40,40,40,40,30,50,50,50,50,50,40,40,40,40,40,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,80,80,80,80,80,80,80,80,80,80,80
100,Dwarka Sector - 9,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,50,50,50,50,60,60,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,60,60,50,60,60,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,30,30,30,30,30,20,20,20,20,10,10,10,20,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,50,40,50,60,60,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,40,40,40,40,40,50,50,50,50,50,40,40,40,40,40,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,80,80,80,80,80,80,80,80,80,80,80
101,Dwarka Sector - 8,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,50,50,50,50,60,60,50,50,50,50,50,50,50,60,60,50,60,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,20,20,20,10,10,10,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,50,50,60,60,60,50,50,60,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,40,40,40,40,50,50,50,50,50,50,40,40,40,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,80,80,80,80,80,80,80,80,80,80,80
102,Dwarka Sector - 21,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,50,50,60,60,60,50,50,50,50,50,60,60,60,60,60,60,60,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,30,30,30,30,30,30,20,20,20,10,10,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50,50,50,50,50,40,40,40,40,50,50,50,50,50,50,40,40,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,80,80,80,80,80,80,80,80,80,80,80
103,Vaishali,40,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,60,60,60,60,60,60,40,40,40,40,40,40,40,40,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,10,10,20,20,20,30,30,60,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,50,40,40,50,50,40,40,40,40,40,30,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,60,40,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,60,60,60,60,50,50,50,40,50,50,50,50,50,50,50,50,50,50,50,50,40,40,40,50,30,30,30,20,20,20,20,30,30,30,30,30,40,40,40,80,80,80,80,80,80,80,80,80,80,80
104,Kaushambi,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,30,40,40,40,30,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,60,60,60,60,60,60,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,10,10,10,10,20,20,30,60,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,30,40,40,40,30,30,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,60,40,40,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,60,60,50,50,50,40,40,40,40,50,50,50,50,50,50,50,50,50,40,40,40,40,40,30,30,20,20,10,10,20,20,20,30,30,30,30,30,40,80,80,80,80,80,80,80,80,80,80,80
105,Anand Vihar,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,30,30,30,40,40,30,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,60,60,60,60,60,60,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,20,10,10,10,20,20,20,60,60,60,60,60,60,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,30,40,40,30,30,30,30,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,60,60,40,40,40,50,50,50,50,50,50,50,50,50,50,40,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,50,50,50,50,50,50,50,50,40,40,40,40,40,30,20,20,20,10,10,20,20,20,30,30,30,30,30,30,80,80,80,80,80,80,80,80,80,80,80
