54,Guru Dronacharya,50,50,50,50,50,50,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,20,20,20,20,20,10,10,10,10,10,20,50,50,40,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,40,40,40,40,50,50,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,40,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,40,40,30,40,40,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,50,50,50,50,50,50,50,50,40,40,40,40,40,40,30,30,30,30,30,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,30
55,Sikandarpur,50,50,50,50,50,50,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,20,20,20,20,10,10,10,10,10,10,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,30,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,30,30,30,30,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,30
56,MG Road,50,50,50,50,50,50,50,40,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,20,20,20,20,10,10,10,10,10,10,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,30,30,40,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,30
57,IFFCO Chowk,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,20,20,20,20,10,10,10,10,10,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,30,30,30,30,30,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,30
58,Huda City Centre,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,20,20,20,20,10,10,10,10,50,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,30,30,30,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,30
59,Noida City Centre,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,40,40,40,40,40,30,40,40,40,40,40,40,40,50,50,50,50,50,10,10,10,10,20,20,20,20,20,20,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,30,30,30,30,30,30,30,40,30,30,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,50,50,50,50,50,50,10,10,20,20,20,20,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,50,50,50,50,40,40,40,40,50,40,40,40,40,40,40,40,40,40,40,40,30,30,40,40,40,30,30,30,30,30,30,40,40,40,40,40,40,70,70,70,70,70,70,70,70,70,70,70
60,Golf Course,40,40,40,40,30,40,40,30,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,40,30,40,30,30,30,40,40,40,40,40,40,50,50,50,50,50,10,10,10,10,10,10,20,20,20,20,20,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,30,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,50,50,50,50,50,10,10,20,20,20,20,20,30,30,30,30,30,30,30,30,30,40,40,40,40,40,50,50,50,50,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,30,30,30,40,40,30,30,30,30,30,30,30,30,40,40,40,40,40,70,70,70,70,70,70,70,70,70,70,70
61,Botanical Garden,40,40,40,30,30,30,40,30,30,40,40,40,40,40,40,40,40,40,40,50,50,50,50,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,50,50,50,50,10,10,10,10,10,10,10,20,20,20,20,20,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,30,20,50,50,50,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,20,30,30,30,30,30,30,30,40,40,40,40,40,40,40,50,50,50,50,10,10,10,20,20,20,20,20,20,30,30,30,30,30,30,30,30,40,40,40,40,40,50,50,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,30,30,30,30,40,30,30,30,30,30,30,30,30,30,30,40,40,40,40,70,70,70,70,70,70,70,70,70,70,70
62,Noida Sect 18,40,40,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,50,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,50,50,50,50,50,10,10,10,10,10,10,10,10,20,20,20,20,20,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,50,50,30,30,30,30,30,20,20,50,50,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,10,10,10,20,20,20,20,20,30,30,30,30,30,30,30,30,40,40,40,40,40,50,50,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,40,40,40,70,70,70,70,70,70,70,70,70,70,70
63,Noida Sect 16,40,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,50,50,50,50,50,20,10,10,10,10,10,10,10,10,20,20,20,20,20,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,30,30,30,30,20,20,20,50,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,20,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,10,10,20,20,20,20,20,30,30,30,30,30,30,30,30,40,40,40,40,40,40,50,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,40,40,40,70,70,70,70,70,70,70,70,70,70,70
64,Noida Sect 15,30,30,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,20,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,50,50,50,50,50,50,20,10,10,10,10,10,10,10,10,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,30,30,30,20,20,20,20,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,20,20,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,50,50,50,50,50,50,10,20,20,20,20,20,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,50,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,20,30,30,30,30,30,30,30,40,40,70,70,70,70,70,70,70,70,70,70,70
65,New Ashok Nagar,30,30,30,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,20,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,50,50,50,50,50,50,20,20,10,10,10,10,10,10,10,10,20,20,20,20,20,20,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,30,30,20,20,20,20,20,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,20,20,20,20,30,30,30,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,50,50,50,50,50,50,50,10,20,20,20,20,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,20,20,20,30,30,30,30,30,30,30,40,70,70,70,70,70,70,70,70,70,70,70
66,Mayur Vihar Ext,30,30,30,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,20,20,20,20,20,20,30,30,30,30,30,30,40,40,40,40,40,40,40,50,50,50,50,50,20,20,20,10,10,10,10,10,10,10,10,20,20,20,20,20,20,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,30,20,20,20,20,20,20,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,20,20,20,20,20,20,30,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,20,20,20,20,30,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,40,30,40,40,40,40,40,30,40,40,40,40,30,30,30,30,30,30,30,30,30,30,20,20,20,20,30,30,30,30,30,30,30,70,70,70,70,70,70,70,70,70,70,70
67,Mayur Vihar-I,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,40,40,40,40,40,50,50,50,50,50,20,20,20,20,10,10,10,10,10,10,10,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,20,20,20,20,20,20,10,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,20,20,20,30,30,30,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,30,40,40,40,40,30,30,30,40,40,30,30,30,30,30,30,30,30,30,30,20,20,20,20,20,20,30,30,30,30,30,30,70,70,70,70,70,70,70,70,70,70,70
68,Akshardham,30,30,30,20,20,20,30,20,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,20,20,20,20,20,20,20,20,20,20,30,30,30,30,30,30,30,40,40,40,40,40,40,50,50,50,20,20,20,20,20,20,10,10,10,10,10,10,10,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,20,20,20,20,10,10,10,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,20,20,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,20,20,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,30,30,30,30,40,30,30,30,30,30,40,30,30,30,30,30,30,30,30,20,20,20,20,20,20,20,20,20,30,30,30,30,30,60,60,60,60,60,60,60,60,60,60,60
69,Yamuna Bank,30,30,20,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,40,40,40,40,40,30,30,30,30,30,30,30,20,20,20,20,20,20,20,20,20,20,20,20,20,30,30,30,30,30,30,30,40,40,40,40,40,40,50,50,30,20,20,20,20,20,20,10,10,10,10,10,10,10,10,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,50,50,50,50,20,20,20,10,10,10,10,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,20,20,20,20,10,10,20,20,20,20,20,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,20,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,20,30,30,20,20,20,20,20,10,20,20,20,20,20,20,30,30,30,60,60,60,60,60,60,60,60,60,60,60
70,Indraprastha,30,30,30,30,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,40,40,40,30,30,30,30,30,30,20,20,20,20,20,20,20,10,10,10,10,20,20,20,20,20,20,30,30,30,30,30,30,40,40,40,40,40,40,50,30,30,20,20,20,20,20,20,20,10,10,10,10,10,10,10,10,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,50,50,20,20,20,20,20,10,10,50,50,50,50,40,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,20,20,20,20,10,10,10,10,10,20,20,20,20,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,50,20,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,40,40,40,40,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,20,20,20,20,20,30,20,20,20,20,20,20,20,20,20,30,30,30,30,30,60,60,60,60,60,60,60,60,60,60,60
71,Pragati Maidan,30,30,30,30,20,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,40,30,30,30,30,30,30,30,20,20,20,20,20,20,10,10,10,10,10,10,20,20,20,20,20,30,30,30,30,30,30,40,40,40,40,40,40,40,30,30,30,20,20,20,20,20,20,10,10,10,10,10,10,10,10,10,20,20,20,20,20,20,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,50,20,20,20,20,20,20,10,50,50,50,50,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,20,20,20,20,10,10,10,10,10,10,20,20,20,20,20,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,50,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,40,40,40,40,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,20,20,20,20,20,30,30,20,20,20,20,20,20,20,20,30,30,30,30,30,60,60,60,60,60,60,60,60,60,60,60
72,Mandi House,30,30,30,30,20,20,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,30,30,30,30,30,30,20,20,20,20,20,20,10,10,10,10,10,10,10,20,20,20,20,20,20,30,30,30,30,30,30,40,40,40,40,40,40,30,30,30,30,20,20,20,20,20,20,10,10,10,10,10,10,10,10,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,50,20,20,20,20,20,20,10,50,50,50,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,20,20,20,20,10,10,10,10,10,10,10,20,20,20,20,20,20,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,30,30,30,20,30,30,30,30,30,30,40,40,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,20,20,20,20,20,20,30,30,30,20,20,20,20,20,20,20,30,30,30,30,30,60,60,60,60,60,60,60,60,60,60,60
73,Barakhamba Road,30,30,30,20,20,20,20,10,20,20,20,20,20,20,30,30,30,30,30,30,30,30,30,30,30,30,20,20,20,20,20,20,10,10,10,10,10,10,10,10,10,20,20,20,20,20,30,30,30,30,30,30,40,40,40,40,40,40,30,30,30,30,30,20,20,20,20,20,10,10,10,10,10,10,10,10,10,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,30,20,20,20,20,20,20,50,50,40,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,20,20,20,20,10,20,10,10,10,10,10,10,20,20,20,20,20,20,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,30,30,30,20,20,30,30,30,30,30,40,30,30,30,30,30,20,30,30,30,30,30,20,30,30,30,30,20,20,20,20,20,20,30,30,30,30,20,20,20,20,20,20,20,30,30,30,30,60,60,60,60,60,60,60,60,60,60,60
74,Rajiv Chowk,30,30,20,20,20,20,20,10,20,20,20,20,20,20,30,30,30,30,30,30,30,30,30,30,30,30,20,20,20,20,20,20,10,10,10,10,10,10,10,10,10,20,20,20,20,20,20,30,30,30,30,30,40,40,40,40,40,40,30,30,30,30,30,20,20,20,20,20,20,10,10,10,10,10,10,10,10,10,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,30,20,20,20,20,20,20,50,50,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,20,20,20,20,20,10,20,20,10,10,10,10,10,10,20,20,20,20,20,20,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,30,30,30,30,30,30,30,30,30,30,30,30,20,20,20,30,30,30,30,30,40,30,30,30,30,30,20,30,30,30,30,20,20,30,30,30,30,20,20,20,20,20,20,30,30,30,30,20,20,20,20,20,20,20,30,30,30,30,60,60,60,60,60,60,60,60,60,60,60
75,RK Ashram Marg,30,30,30,20,20,20,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,30,30,30,30,30,30,20,20,20,20,20,20,10,10,10,10,10,10,10,20,20,20,20,20,20,30,30,30,30,30,30,40,40,40,40,40,40,30,30,30,30,30,30,30,20,20,20,20,10,10,10,10,10,10,10,10,10,10,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,30,30,30,20,20,20,20,50,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,20,20,20,20,20,20,20,20,20,10,10,10,10,10,20,20,20,20,20,20,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,30,30,30,30,30,30,30,30,30,30,30,30,30,20,30,30,30,30,30,30,40,30,30,30,30,30,30,30,30,30,30,20,20,20,30,30,30,20,20,20,20,20,20,30,30,30,30,30,20,30,30,20,20,30,30,30,30,30,60,60,60,60,60,60,60,60,60,60,60
76,Jhandewalan,30,30,30,30,20,20,20,20,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,30,30,30,30,30,20,20,20,20,20,20,10,10,10,10,10,10,20,20,20,20,20,30,30,30,30,30,30,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,20,20,20,20,10,10,10,10,10,10,10,10,10,10,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,30,30,30,30,20,20,20,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,20,20,20,20,20,20,20,20,20,20,20,10,10,20,10,20,20,20,20,20,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,50,50,50,50,50,50,30,30,40,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,40,40,30,30,30,30,30,30,30,30,30,20,20,20,20,20,30,30,30,20,20,20,20,20,30,30,30,30,30,30,30,30,30,20,30,30,30,30,30,60,60,60,60,60,60,60,60,60,60,60
77,Karol Bagh,30,30,30,30,30,20,20,20,20,20,20,20,20,20,20,30,30,30,30,30,30,40,30,30,30,30,30,30,30,20,20,20,20,20,20,10,10,10,20,20,20,20,20,20,20,30,30,30,30,30,40,40,40,40,40,40,40,50,40,30,30,30,30,30,30,30,30,20,20,20,20,20,10,10,10,10,10,10,10,10,10,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,40,40,40,40,40,40,30,30,30,30,30,20,20,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,20,20,20,20,20,20,20,10,20,20,20,20,20,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,50,50,50,50,50,50,50,30,30,40,40,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,40,30,30,30,30,30,30,30,30,30,30,20,20,20,20,20,30,30,30,30,20,20,20,20,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,60,60,60,60,60,60,60,60,60,60,60
78,Rajendra Place,30,30,30,30,30,30,20,20,20,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,30,30,30,30,30,30,20,20,20,20,20,20,10,20,20,20,20,20,20,20,30,30,30,30,30,30,40,40,40,40,40,40,50,50,40,40,30,30,30,30,30,30,30,20,20,20,20,20,20,10,10,10,10,10,10,10,10,10,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,40,40,40,40,40,30,30,30,30,30,30,20,40,40,40,40,40,40,30,30,30,30,30,30,30,30,20,20,20,20,20,20,20,10,10,20,20,20,20,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,30,40,40,40,40,30,30,30,30,30,30,30,30,30,30,30,30,30,40,30,30,30,30,30,20,30,30,30,20,20,20,20,20,20,20,20,30,30,30,30,20,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,60,60,60,60,60,60,60,60,60,60,60
79,Patel Nagar,30,30,30,30,30,30,30,20,20,20,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,30,30,30,30,30,20,20,20,20,20,20,20,20,20,20,20,20,30,30,30,30,30,30,30,40,40,40,40,40,40,40,50,50,40,40,30,30,30,30,30,30,30,30,20,20,20,20,20,20,10,10,10,10,10,10,10,10,10,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,40,40,40,40,30,30,30,30,30,30,20,40,40,40,40,40,30,30,30,30,30,30,30,30,20,20,20,20,20,20,20,20,10,10,20,20,20,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,30,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,30,30,40,30,30,30,30,20,20,30,30,20,20,20,20,20,20,20,20,20,30,30,30,30,30,30,30,40,30,30,30,30,30,30,30,30,30,30,30,30,30,40,60,60,60,60,60,60,60,60,60,60,60
80,Shadipur,30,30,30,30,30,30,30,20,20,20,20,20,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,30,30,30,30,30,20,20,20,20,20,20,20,20,20,30,30,30,30,30,30,30,40,40,40,40,40,40,40,50,50,50,40,40,40,30,30,30,30,30,30,30,20,20,20,20,20,20,20,10,10,10,10,10,10,10,10,10,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,40,40,40,30,30,30,30,30,30,30,40,40,40,40,40,30,30,30,30,30,30,20,20,20,20,20,20,20,10,10,20,10,10,20,30,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,40,40,30,30,30,30,20,20,30,30,20,20,20,20,10,10,20,20,20,30,30,30,30,30,30,30,40,40,40,30,30,30,30,30,30,30,30,30,30,40,40,60,60,60,60,60,60,60,60,60,60,60
81,Kirti Nagar,30,30,30,30,30,30,30,20,20,20,20,20,10,20,20,20,20,20,20,30,30,30,30,30,30,30,20,30,30,30,30,20,20,20,20,20,20,20,20,20,20,30,30,30,30,30,30,30,40,40,40,40,40,40,50,50,50,50,40,40,40,40,30,30,30,30,30,30,30,20,20,20,20,20,20,20,10,10,10,10,10,10,10,10,10,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,40,40,40,30,30,30,30,30,30,40,40,40,40,30,30,30,30,30,30,20,20,20,20,20,20,20,20,10,10,10,10,10,20,30,30,20,20,20,20,20,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,30,30,40,30,30,30,30,30,40,40,30,30,30,30,20,20,20,30,20,20,20,20,20,10,10,10,20,20,20,30,30,30,30,30,30,40,40,40,30,30,30,30,30,30,30,30,30,30,40,40,70,70,70,70,70,70,70,70,70,70,70
82,Moti Nagar,30,30,30,30,30,30,30,20,20,20,20,20,20,20,20,20,20,20,20,30,30,30,30,30,30,30,20,30,30,30,30,30,20,20,20,20,20,20,20,20,30,30,30,30,30,30,30,40,40,40,40,40,40,50,50,50,50,50,40,40,40,40,40,30,30,30,30,30,30,20,20,20,20,20,20,20,20,10,10,10,10,10,10,10,10,10,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,40,40,30,30,30,30,30,30,40,40,40,40,40,30,30,30,30,30,30,30,20,20,20,20,20,20,10,10,20,10,10,20,30,30,30,20,20,20,20,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,50,50,50,40,40,40,40,40,40,40,40,40,40,40,40,30,30,30,30,40,40,30,30,30,20,20,20,20,30,20,20,20,20,20,10,10,10,20,20,20,30,30,30,30,30,30,40,40,40,40,30,30,30,30,30,30,30,30,30,40,40,70,70,70,70,70,70,70,70,70,70,70
